id (DMA),year,month,week,after,close, sales 
2,2011,5,21,0,0,134981.00
2,2011,5,22,0,0,34303.00
2,2011,5,23,0,0,88618.00
2,2011,6,24,0,0,98572.00
2,2011,6,25,0,0,42960.00
2,2011,6,26,0,0,59599.00
2,2011,6,27,0,0,122426.00
2,2011,7,28,0,0,84280.00
2,2011,7,29,0,0,37158.00
2,2011,7,30,0,0,67812.00
2,2011,7,31,0,0,60453.00
2,2011,8,32,0,0,31015.00
2,2011,8,33,0,0,73827.00
2,2011,8,34,0,0,44440.00
2,2011,8,35,0,0,77481.00
2,2011,8,36,0,0,63910.00
2,2011,9,37,0,0,103031.00
2,2011,9,38,0,0,42616.00
2,2011,9,39,0,0,60001.00
2,2011,9,40,0,0,44036.00
2,2011,10,41,0,0,66435.00
2,2011,10,42,0,0,54882.00
2,2011,10,43,1,0,54672.00
2,2011,10,44,1,0,184311.00
2,2011,10,45,1,0,74975.00
2,2011,11,46,1,0,73732.00
2,2011,11,47,1,0,79941.00
2,2011,11,48,1,0,78178.00
2,2011,11,49,1,0,215689.00
2,2011,12,50,1,0,180845.00
2,2011,12,51,1,0,172990.00
2,2011,12,52,1,0,58079.00
2,2011,12,53,1,0,56130.00
2,2012,1,1,1,0,105771.00
2,2012,1,2,1,0,42934.00
2,2012,1,3,1,0,17515.00
2,2012,1,4,1,0,35493.00
2,2012,1,5,1,0,44117.00
2,2012,1,6,1,0,81634.00
2,2012,2,7,1,0,42347.00
2,2012,2,8,1,0,103927.00
2,2012,2,9,1,0,33770.00
2,2012,2,10,1,0,61467.00
2,2012,3,11,1,0,44849.00
2,2012,3,12,1,0,46776.00
2,2012,3,13,1,0,45318.00
2,2012,3,14,1,0,40791.00
3,2011,4,17,0,1,24120.00
3,2011,4,18,0,1,18803.00
3,2011,5,19,0,1,13433.00
3,2011,5,20,0,1,18548.00
3,2011,5,21,0,1,11038.00
3,2011,5,22,0,1,16265.00
3,2011,5,23,0,1,31831.00
3,2011,6,24,0,1,59424.00
3,2011,6,25,0,1,8501.00
3,2011,6,26,0,1,17720.00
3,2011,6,27,0,1,23978.00
3,2011,7,28,0,1,14268.00
3,2011,7,29,0,1,23242.00
3,2011,7,30,0,1,16249.00
3,2011,7,31,0,1,10458.00
3,2011,8,32,0,1,13703.00
3,2011,8,33,0,1,17751.00
3,2011,8,34,0,1,15157.00
3,2011,8,35,0,1,12745.00
3,2011,8,36,0,1,25896.00
3,2011,9,37,0,1,30351.00
3,2011,9,38,0,1,17679.00
3,2011,9,39,0,1,24534.00
3,2011,9,40,0,1,28151.00
3,2011,10,41,0,1,12105.00
3,2011,10,42,0,1,11565.00
3,2011,10,43,1,1,21856.00
3,2011,10,44,1,1,6470.00
3,2011,10,45,1,1,16848.00
3,2011,11,46,1,1,16274.00
3,2011,11,47,1,1,16226.00
3,2011,11,48,1,1,27192.00
3,2011,11,49,1,1,53674.00
3,2011,12,50,1,1,21452.00
3,2011,12,51,1,1,17051.00
3,2011,12,52,1,1,13426.00
3,2011,12,53,1,1,11767.00
3,2012,1,1,1,1,9204.00
3,2012,1,2,1,1,12892.00
3,2012,1,3,1,1,10442.00
3,2012,1,4,1,1,7313.00
3,2012,1,5,1,1,15571.00
3,2012,1,6,1,1,12798.00
3,2012,2,7,1,1,7011.00
3,2012,2,8,1,1,13902.00
3,2012,2,9,1,1,9130.00
3,2012,2,10,1,1,9070.00
3,2012,3,11,1,1,4186.00
3,2012,3,12,1,1,3901.00
3,2012,3,13,1,1,4531.00
3,2012,3,14,1,1,4744.00
4,2011,4,17,0,1,2944.00
4,2011,4,18,0,1,2810.00
4,2011,5,19,0,1,3172.00
4,2011,5,20,0,1,2818.00
4,2011,5,21,0,1,6708.00
4,2011,5,22,0,1,1897.00
4,2011,5,23,0,1,4473.00
4,2011,6,24,0,1,2634.00
4,2011,6,25,0,1,1653.00
4,2011,6,26,0,1,2959.00
4,2011,6,27,0,1,3012.00
4,2011,7,28,0,1,3868.00
4,2011,7,29,0,1,3311.00
4,2011,7,30,0,1,2676.00
4,2011,7,31,0,1,1956.00
4,2011,8,32,0,1,3738.00
4,2011,8,33,0,1,4066.00
4,2011,8,34,0,1,1355.00
4,2011,8,35,0,1,2239.00
4,2011,8,36,0,1,3006.00
4,2011,9,37,0,1,5448.00
4,2011,9,38,0,1,2613.00
4,2011,9,39,0,1,5043.00
4,2011,9,40,0,1,4466.00
4,2011,10,41,0,1,1784.00
4,2011,10,42,0,1,4298.00
4,2011,10,43,1,1,4886.00
4,2011,10,44,1,1,2502.00
4,2011,10,45,1,1,6331.00
4,2011,11,46,1,1,2896.00
4,2011,11,47,1,1,4197.00
4,2011,11,48,1,1,2038.00
4,2011,11,49,1,1,8748.00
4,2011,12,50,1,1,3321.00
4,2011,12,51,1,1,1939.00
4,2011,12,52,1,1,2385.00
4,2011,12,53,1,1,3345.00
4,2012,1,1,1,1,1541.00
4,2012,1,2,1,1,2209.00
4,2012,1,3,1,1,4720.00
4,2012,1,4,1,1,2250.00
4,2012,1,5,1,1,1571.00
4,2012,1,6,1,1,1969.00
4,2012,2,7,1,1,1559.00
4,2012,2,8,1,1,1439.00
4,2012,2,9,1,1,3224.00
4,2012,2,10,1,1,3895.00
4,2012,3,11,1,1,1827.00
4,2012,3,12,1,1,1902.00
4,2012,3,13,1,1,1435.00
4,2012,3,14,1,1,1875.00
5,2011,4,17,0,0,27618.00
5,2011,4,18,0,0,45552.00
5,2011,5,19,0,0,29598.00
5,2011,5,20,0,0,37963.00
5,2011,5,21,0,0,66171.00
5,2011,5,22,0,0,13103.00
5,2011,5,23,0,0,35680.00
5,2011,6,24,0,0,28055.00
5,2011,6,25,0,0,37261.00
5,2011,6,26,0,0,60733.00
5,2011,6,27,0,0,30724.00
5,2011,7,28,0,0,19351.00
5,2011,7,29,0,0,22957.00
5,2011,7,30,0,0,28337.00
5,2011,7,31,0,0,12822.00
5,2011,8,32,0,0,48230.00
5,2011,8,33,0,0,34884.00
5,2011,8,34,0,0,21812.00
5,2011,8,35,0,0,33529.00
5,2011,8,36,0,0,22601.00
5,2011,9,37,0,0,95634.00
5,2011,9,38,0,0,46716.00
5,2011,9,39,0,0,28644.00
5,2011,9,40,0,0,13318.00
5,2011,10,41,0,0,22858.00
5,2011,10,42,0,0,28515.00
5,2011,10,43,1,0,36122.00
5,2011,10,44,1,0,20357.00
5,2011,10,45,1,0,19391.00
5,2011,11,46,1,0,25548.00
5,2011,11,47,1,0,41491.00
5,2011,11,48,1,0,29151.00
5,2011,11,49,1,0,65278.00
5,2011,12,50,1,0,22721.00
5,2011,12,51,1,0,25025.00
5,2011,12,52,1,0,21601.00
5,2011,12,53,1,0,22348.00
5,2012,1,1,1,0,25700.00
5,2012,1,2,1,0,13909.00
5,2012,1,3,1,0,14530.00
5,2012,1,4,1,0,12794.00
5,2012,1,5,1,0,16362.00
5,2012,1,6,1,0,20097.00
5,2012,2,7,1,0,7250.00
5,2012,2,8,1,0,11320.00
5,2012,2,9,1,0,18962.00
5,2012,2,10,1,0,35021.00
5,2012,3,11,1,0,11937.00
5,2012,3,12,1,0,12391.00
5,2012,3,13,1,0,10100.00
5,2012,3,14,1,0,9639.00
6,2011,4,17,0,0,11739.00
6,2011,4,18,0,0,18575.00
6,2011,5,19,0,0,7273.00
6,2011,5,20,0,0,18748.00
6,2011,5,21,0,0,28193.00
6,2011,5,22,0,0,7706.00
6,2011,5,23,0,0,9307.00
6,2011,6,24,0,0,17291.00
6,2011,6,25,0,0,10818.00
6,2011,6,26,0,0,10672.00
6,2011,6,27,0,0,9295.00
6,2011,7,28,0,0,33240.00
6,2011,7,29,0,0,6030.00
6,2011,7,30,0,0,13709.00
6,2011,7,31,0,0,11338.00
6,2011,8,32,0,0,12147.00
6,2011,8,33,0,0,4835.00
6,2011,8,34,0,0,14492.00
6,2011,8,35,0,0,6251.00
6,2011,8,36,0,0,8666.00
6,2011,9,37,0,0,7372.00
6,2011,9,38,0,0,6803.00
6,2011,9,39,0,0,11837.00
6,2011,9,40,0,0,10198.00
6,2011,10,41,0,0,10304.00
6,2011,10,42,0,0,9223.00
6,2011,10,43,1,0,8206.00
6,2011,10,44,1,0,10834.00
6,2011,10,45,1,0,11530.00
6,2011,11,46,1,0,14120.00
6,2011,11,47,1,0,8154.00
6,2011,11,48,1,0,6148.00
6,2011,11,49,1,0,22273.00
6,2011,12,50,1,0,15469.00
6,2011,12,51,1,0,9241.00
6,2011,12,52,1,0,7207.00
6,2011,12,53,1,0,26235.00
6,2012,1,1,1,0,8118.00
6,2012,1,2,1,0,7984.00
6,2012,1,3,1,0,9706.00
6,2012,1,4,1,0,7567.00
6,2012,1,5,1,0,6015.00
6,2012,1,6,1,0,5863.00
6,2012,2,7,1,0,3805.00
6,2012,2,8,1,0,6456.00
6,2012,2,9,1,0,6787.00
6,2012,2,10,1,0,7438.00
6,2012,3,11,1,0,7470.00
6,2012,3,12,1,0,7194.00
6,2012,3,13,1,0,7986.00
6,2012,3,14,1,0,5675.00
7,2011,4,17,0,1,84971.00
7,2011,4,18,0,1,61760.00
7,2011,5,19,0,1,111152.00
7,2011,5,20,0,1,56341.00
7,2011,5,21,0,1,77075.00
7,2011,5,22,0,1,87187.00
7,2011,5,23,0,1,64761.00
7,2011,6,24,0,1,73339.00
7,2011,6,25,0,1,81112.00
7,2011,6,26,0,1,57162.00
7,2011,6,27,0,1,42205.00
7,2011,7,28,0,1,60038.00
7,2011,7,29,0,1,42301.00
7,2011,7,30,0,1,73984.00
7,2011,7,31,0,1,42389.00
7,2011,8,32,0,1,86740.00
7,2011,8,33,0,1,162945.00
7,2011,8,34,0,1,58440.00
7,2011,8,35,0,1,68182.00
7,2011,8,36,0,1,33762.00
7,2011,9,37,0,1,93228.00
7,2011,9,38,0,1,74264.00
7,2011,9,39,0,1,67576.00
7,2011,9,40,0,1,100550.00
7,2011,10,41,0,1,36164.00
7,2011,10,42,0,1,117619.00
7,2011,10,43,1,1,66130.00
7,2011,10,44,1,1,62119.00
7,2011,10,45,1,1,94885.00
7,2011,11,46,1,1,58667.00
7,2011,11,47,1,1,112935.00
7,2011,11,48,1,1,78255.00
7,2011,11,49,1,1,218706.00
7,2011,12,50,1,1,62838.00
7,2011,12,51,1,1,91491.00
7,2011,12,52,1,1,67973.00
7,2011,12,53,1,1,56821.00
7,2012,1,1,1,1,46082.00
7,2012,1,2,1,1,38171.00
7,2012,1,3,1,1,27896.00
7,2012,1,4,1,1,54737.00
7,2012,1,5,1,1,27889.00
7,2012,1,6,1,1,61161.00
7,2012,2,7,1,1,22357.00
7,2012,2,8,1,1,38620.00
7,2012,2,9,1,1,88834.00
7,2012,2,10,1,1,30094.00
7,2012,3,11,1,1,45534.00
7,2012,3,12,1,1,42887.00
7,2012,3,13,1,1,49862.00
7,2012,3,14,1,1,40341.00
8,2011,4,17,0,1,28307.00
8,2011,4,18,0,1,44891.00
8,2011,5,19,0,1,16390.00
8,2011,5,20,0,1,41227.00
8,2011,5,21,0,1,19232.00
8,2011,5,22,0,1,25456.00
8,2011,5,23,0,1,17389.00
8,2011,6,24,0,1,11491.00
8,2011,6,25,0,1,49198.00
8,2011,6,26,0,1,16533.00
8,2011,6,27,0,1,29436.00
8,2011,7,28,0,1,10884.00
8,2011,7,29,0,1,42213.00
8,2011,7,30,0,1,24114.00
8,2011,7,31,0,1,29824.00
8,2011,8,32,0,1,47174.00
8,2011,8,33,0,1,36652.00
8,2011,8,34,0,1,25946.00
8,2011,8,35,0,1,20944.00
8,2011,8,36,0,1,51250.00
8,2011,9,37,0,1,38112.00
8,2011,9,38,0,1,21954.00
8,2011,9,39,0,1,46710.00
8,2011,9,40,0,1,43991.00
8,2011,10,41,0,1,19135.00
8,2011,10,42,0,1,24543.00
8,2011,10,43,1,1,41048.00
8,2011,10,44,1,1,19429.00
8,2011,10,45,1,1,29921.00
8,2011,11,46,1,1,27834.00
8,2011,11,47,1,1,66556.00
8,2011,11,48,1,1,29955.00
8,2011,11,49,1,1,52830.00
8,2011,12,50,1,1,41152.00
8,2011,12,51,1,1,19432.00
8,2011,12,52,1,1,23939.00
8,2011,12,53,1,1,28984.00
8,2012,1,1,1,1,22355.00
8,2012,1,2,1,1,26782.00
8,2012,1,3,1,1,8121.00
8,2012,1,4,1,1,12578.00
8,2012,1,5,1,1,11012.00
8,2012,1,6,1,1,16437.00
8,2012,2,7,1,1,11373.00
8,2012,2,8,1,1,21963.00
8,2012,2,9,1,1,13346.00
8,2012,2,10,1,1,10672.00
8,2012,3,11,1,1,10883.00
8,2012,3,12,1,1,11359.00
8,2012,3,13,1,1,11513.00
8,2012,3,14,1,1,10540.00
9,2011,4,17,0,1,14374.00
9,2011,4,18,0,1,5230.00
9,2011,5,19,0,1,7790.00
9,2011,5,20,0,1,5461.00
9,2011,5,21,0,1,9880.00
9,2011,5,22,0,1,7917.00
9,2011,5,23,0,1,7457.00
9,2011,6,24,0,1,13847.00
9,2011,6,25,0,1,6562.00
9,2011,6,26,0,1,21032.00
9,2011,6,27,0,1,8438.00
9,2011,7,28,0,1,8422.00
9,2011,7,29,0,1,4896.00
9,2011,7,30,0,1,8944.00
9,2011,7,31,0,1,9643.00
9,2011,8,32,0,1,11817.00
9,2011,8,33,0,1,11377.00
9,2011,8,34,0,1,7169.00
9,2011,8,35,0,1,6175.00
9,2011,8,36,0,1,10402.00
9,2011,9,37,0,1,17915.00
9,2011,9,38,0,1,6578.00
9,2011,9,39,0,1,9308.00
9,2011,9,40,0,1,20292.00
9,2011,10,41,0,1,8782.00
9,2011,10,42,0,1,25199.00
9,2011,10,43,1,1,10695.00
9,2011,10,44,1,1,18473.00
9,2011,10,45,1,1,7361.00
9,2011,11,46,1,1,16958.00
9,2011,11,47,1,1,13913.00
9,2011,11,48,1,1,8973.00
9,2011,11,49,1,1,14130.00
9,2011,12,50,1,1,19335.00
9,2011,12,51,1,1,20307.00
9,2011,12,52,1,1,6474.00
9,2011,12,53,1,1,11102.00
9,2012,1,1,1,1,10969.00
9,2012,1,2,1,1,9014.00
9,2012,1,3,1,1,2645.00
9,2012,1,4,1,1,6981.00
9,2012,1,5,1,1,6877.00
9,2012,1,6,1,1,4894.00
9,2012,2,7,1,1,12859.00
9,2012,2,8,1,1,9440.00
9,2012,2,9,1,1,12019.00
9,2012,2,10,1,1,4773.00
9,2012,3,11,1,1,3848.00
9,2012,3,12,1,1,3750.00
9,2012,3,13,1,1,2872.00
9,2012,3,14,1,1,4277.00
10,2011,4,17,0,1,94586.00
10,2011,4,18,0,1,72799.00
10,2011,5,19,0,1,94075.00
10,2011,5,20,0,1,56753.00
10,2011,5,21,0,1,184445.00
10,2011,5,22,0,1,115781.00
10,2011,5,23,0,1,107584.00
10,2011,6,24,0,1,75770.00
10,2011,6,25,0,1,140415.00
10,2011,6,26,0,1,129775.00
10,2011,6,27,0,1,64864.00
10,2011,7,28,0,1,58599.00
10,2011,7,29,0,1,110844.00
10,2011,7,30,0,1,93922.00
10,2011,7,31,0,1,63821.00
10,2011,8,32,0,1,56935.00
10,2011,8,33,0,1,101932.00
10,2011,8,34,0,1,64116.00
10,2011,8,35,0,1,43786.00
10,2011,8,36,0,1,80306.00
10,2011,9,37,0,1,116200.00
10,2011,9,38,0,1,48141.00
10,2011,9,39,0,1,77555.00
10,2011,9,40,0,1,47172.00
10,2011,10,41,0,1,154189.00
10,2011,10,42,0,1,42941.00
10,2011,10,43,1,1,88034.00
10,2011,10,44,1,1,102790.00
10,2011,10,45,1,1,45901.00
10,2011,11,46,1,1,91899.00
10,2011,11,47,1,1,70490.00
10,2011,11,48,1,1,125539.00
10,2011,11,49,1,1,299145.00
10,2011,12,50,1,1,107390.00
10,2011,12,51,1,1,99792.00
10,2011,12,52,1,1,75314.00
10,2011,12,53,1,1,16490.00
10,2012,1,1,1,1,50888.00
10,2012,1,2,1,1,43258.00
10,2012,1,3,1,1,48038.00
10,2012,1,4,1,1,53566.00
10,2012,1,5,1,1,26992.00
10,2012,1,6,1,1,37558.00
10,2012,2,7,1,1,39237.00
10,2012,2,8,1,1,53963.00
10,2012,2,9,1,1,45926.00
10,2012,2,10,1,1,88773.00
10,2012,3,11,1,1,39050.00
10,2012,3,12,1,1,33285.00
10,2012,3,13,1,1,27715.00
10,2012,3,14,1,1,39070.00
11,2011,4,17,0,0,21704.00
11,2011,4,18,0,0,43004.00
11,2011,5,19,0,0,24073.00
11,2011,5,20,0,0,30557.00
11,2011,5,21,0,0,17296.00
11,2011,5,22,0,0,20263.00
11,2011,5,23,0,0,19341.00
11,2011,6,24,0,0,35058.00
11,2011,6,25,0,0,39140.00
11,2011,6,26,0,0,41447.00
11,2011,6,27,0,0,27223.00
11,2011,7,28,0,0,25826.00
11,2011,7,29,0,0,42847.00
11,2011,7,30,0,0,36171.00
11,2011,7,31,0,0,24294.00
11,2011,8,32,0,0,50415.00
11,2011,8,33,0,0,19789.00
11,2011,8,34,0,0,57608.00
11,2011,8,35,0,0,13468.00
11,2011,8,36,0,0,46076.00
11,2011,9,37,0,0,43523.00
11,2011,9,38,0,0,28009.00
11,2011,9,39,0,0,43913.00
11,2011,9,40,0,0,31485.00
11,2011,10,41,0,0,44550.00
11,2011,10,42,0,0,33999.00
11,2011,10,43,1,0,40896.00
11,2011,10,44,1,0,18832.00
11,2011,10,45,1,0,25352.00
11,2011,11,46,1,0,28203.00
11,2011,11,47,1,0,71638.00
11,2011,11,48,1,0,44512.00
11,2011,11,49,1,0,60197.00
11,2011,12,50,1,0,28844.00
11,2011,12,51,1,0,19458.00
11,2011,12,52,1,0,29977.00
11,2011,12,53,1,0,30203.00
11,2012,1,1,1,0,20282.00
11,2012,1,2,1,0,27979.00
11,2012,1,3,1,0,23246.00
11,2012,1,4,1,0,23929.00
11,2012,1,5,1,0,15832.00
11,2012,1,6,1,0,18330.00
11,2012,2,7,1,0,13214.00
11,2012,2,8,1,0,26189.00
11,2012,2,9,1,0,34502.00
11,2012,2,10,1,0,38101.00
11,2012,3,11,1,0,34645.00
11,2012,3,12,1,0,36174.00
11,2012,3,13,1,0,38406.00
11,2012,3,14,1,0,30575.00
12,2011,4,17,0,0,2088.00
12,2011,4,18,0,0,3385.00
12,2011,5,19,0,0,2898.00
12,2011,5,20,0,0,3642.00
12,2011,5,21,0,0,4151.00
12,2011,5,22,0,0,3005.00
12,2011,5,23,0,0,3853.00
12,2011,6,24,0,0,1469.00
12,2011,6,25,0,0,4678.00
12,2011,6,26,0,0,3215.00
12,2011,6,27,0,0,2143.00
12,2011,7,28,0,0,2444.00
12,2011,7,29,0,0,5118.00
12,2011,7,30,0,0,2260.00
12,2011,7,31,0,0,2465.00
12,2011,8,32,0,0,3058.00
12,2011,8,33,0,0,2614.00
12,2011,8,34,0,0,4750.00
12,2011,8,35,0,0,2392.00
12,2011,8,36,0,0,2205.00
12,2011,9,37,0,0,7125.00
12,2011,9,38,0,0,1220.00
12,2011,9,39,0,0,2616.00
12,2011,9,40,0,0,2588.00
12,2011,10,41,0,0,1627.00
12,2011,10,42,0,0,1049.00
12,2011,10,43,1,0,3521.00
12,2011,10,44,1,0,1434.00
12,2011,10,45,1,0,1895.00
12,2011,11,46,1,0,2516.00
12,2011,11,47,1,0,2078.00
12,2011,11,48,1,0,4408.00
12,2011,11,49,1,0,10740.00
12,2011,12,50,1,0,3566.00
12,2011,12,51,1,0,4288.00
12,2011,12,52,1,0,1609.00
12,2011,12,53,1,0,1335.00
12,2012,1,1,1,0,3743.00
12,2012,1,2,1,0,3305.00
12,2012,1,3,1,0,1955.00
12,2012,1,4,1,0,1415.00
12,2012,1,5,1,0,1901.00
12,2012,1,6,1,0,936.00
12,2012,2,7,1,0,959.00
12,2012,2,8,1,0,2602.00
12,2012,2,9,1,0,2556.00
12,2012,2,10,1,0,1610.00
12,2012,3,11,1,0,1264.00
12,2012,3,12,1,0,1478.00
12,2012,3,13,1,0,1340.00
12,2012,3,14,1,0,1342.00
13,2011,4,17,0,1,6254.00
13,2011,4,18,0,1,6868.00
13,2011,5,19,0,1,14324.00
13,2011,5,20,0,1,10339.00
13,2011,5,21,0,1,5757.00
13,2011,5,22,0,1,12658.00
13,2011,5,23,0,1,11619.00
13,2011,6,24,0,1,6706.00
13,2011,6,25,0,1,10274.00
13,2011,6,26,0,1,7039.00
13,2011,6,27,0,1,7840.00
13,2011,7,28,0,1,6483.00
13,2011,7,29,0,1,4251.00
13,2011,7,30,0,1,3884.00
13,2011,7,31,0,1,3976.00
13,2011,8,32,0,1,4139.00
13,2011,8,33,0,1,9201.00
13,2011,8,34,0,1,4066.00
13,2011,8,35,0,1,4930.00
13,2011,8,36,0,1,10000.00
13,2011,9,37,0,1,6464.00
13,2011,9,38,0,1,5391.00
13,2011,9,39,0,1,4703.00
13,2011,9,40,0,1,2802.00
13,2011,10,41,0,1,6560.00
13,2011,10,42,0,1,8698.00
13,2011,10,43,1,1,9163.00
13,2011,10,44,1,1,8893.00
13,2011,10,45,1,1,7782.00
13,2011,11,46,1,1,4388.00
13,2011,11,47,1,1,6967.00
13,2011,11,48,1,1,15556.00
13,2011,11,49,1,1,13962.00
13,2011,12,50,1,1,8755.00
13,2011,12,51,1,1,8628.00
13,2011,12,52,1,1,12339.00
13,2011,12,53,1,1,2183.00
13,2012,1,1,1,1,3941.00
13,2012,1,2,1,1,4546.00
13,2012,1,3,1,1,4290.00
13,2012,1,4,1,1,3398.00
13,2012,1,5,1,1,2922.00
13,2012,1,6,1,1,2724.00
13,2012,2,7,1,1,3753.00
13,2012,2,8,1,1,8554.00
13,2012,2,9,1,1,6622.00
13,2012,2,10,1,1,10437.00
13,2012,3,11,1,1,3167.00
13,2012,3,12,1,1,3087.00
13,2012,3,13,1,1,2679.00
13,2012,3,14,1,1,3230.00
14,2011,4,17,0,0,558.00
14,2011,4,18,0,0,511.00
14,2011,5,19,0,0,588.00
14,2011,5,20,0,0,572.00
14,2011,5,21,0,0,261.00
14,2011,5,22,0,0,595.00
14,2011,5,23,0,0,416.00
14,2011,6,24,0,0,182.00
14,2011,6,25,0,0,394.00
14,2011,6,26,0,0,383.00
14,2011,6,27,0,0,296.00
14,2011,7,28,0,0,415.00
14,2011,7,29,0,0,570.00
14,2011,7,30,0,0,328.00
14,2011,7,31,0,0,416.00
14,2011,8,32,0,0,533.00
14,2011,8,33,0,0,300.00
14,2011,8,34,0,0,278.00
14,2011,8,35,0,0,180.00
14,2011,8,36,0,0,352.00
14,2011,9,37,0,0,210.00
14,2011,9,38,0,0,401.00
14,2011,9,39,0,0,267.00
14,2011,9,40,0,0,505.00
14,2011,10,41,0,0,644.00
14,2011,10,42,0,0,247.00
14,2011,10,43,1,0,479.00
14,2011,10,44,1,0,500.00
14,2011,10,45,1,0,523.00
14,2011,11,46,1,0,601.00
14,2011,11,47,1,0,980.00
14,2011,11,48,1,0,268.00
14,2011,11,49,1,0,975.00
14,2011,12,50,1,0,801.00
14,2011,12,51,1,0,1014.00
14,2011,12,52,1,0,438.00
14,2011,12,53,1,0,197.00
14,2012,1,1,1,0,351.00
14,2012,1,2,1,0,423.00
14,2012,1,3,1,0,127.00
14,2012,1,4,1,0,689.00
14,2012,1,5,1,0,372.00
14,2012,1,6,1,0,168.00
14,2012,2,7,1,0,142.00
14,2012,2,8,1,0,325.00
14,2012,2,9,1,0,182.00
14,2012,2,10,1,0,373.00
14,2012,3,11,1,0,312.00
14,2012,3,12,1,0,219.00
14,2012,3,13,1,0,321.00
14,2012,3,14,1,0,270.00
15,2011,4,17,0,0,18849.00
15,2011,4,18,0,0,28298.00
15,2011,5,19,0,0,26763.00
15,2011,5,20,0,0,27806.00
15,2011,5,21,0,0,41398.00
15,2011,5,22,0,0,18795.00
15,2011,5,23,0,0,23740.00
15,2011,6,24,0,0,13255.00
15,2011,6,25,0,0,25703.00
15,2011,6,26,0,0,26368.00
15,2011,6,27,0,0,11339.00
15,2011,7,28,0,0,35324.00
15,2011,7,29,0,0,17080.00
15,2011,7,30,0,0,27912.00
15,2011,7,31,0,0,20792.00
15,2011,8,32,0,0,22976.00
15,2011,8,33,0,0,24216.00
15,2011,8,34,0,0,32397.00
15,2011,8,35,0,0,19372.00
15,2011,8,36,0,0,17861.00
15,2011,9,37,0,0,28197.00
15,2011,9,38,0,0,19956.00
15,2011,9,39,0,0,17412.00
15,2011,9,40,0,0,31876.00
15,2011,10,41,0,0,15211.00
15,2011,10,42,0,0,22088.00
15,2011,10,43,1,0,72606.00
15,2011,10,44,1,0,13510.00
15,2011,10,45,1,0,36958.00
15,2011,11,46,1,0,24103.00
15,2011,11,47,1,0,23898.00
15,2011,11,48,1,0,20599.00
15,2011,11,49,1,0,80228.00
15,2011,12,50,1,0,18185.00
15,2011,12,51,1,0,34017.00
15,2011,12,52,1,0,23839.00
15,2011,12,53,1,0,50141.00
15,2012,1,1,1,0,11811.00
15,2012,1,2,1,0,12409.00
15,2012,1,3,1,0,8011.00
15,2012,1,4,1,0,40032.00
15,2012,1,5,1,0,15001.00
15,2012,1,6,1,0,9824.00
15,2012,2,7,1,0,18862.00
15,2012,2,8,1,0,12839.00
15,2012,2,9,1,0,16700.00
15,2012,2,10,1,0,16785.00
15,2012,3,11,1,0,21138.00
15,2012,3,12,1,0,18936.00
15,2012,3,13,1,0,24780.00
15,2012,3,14,1,0,23014.00
16,2011,4,17,0,1,1516.00
16,2011,4,18,0,1,1656.00
16,2011,5,19,0,1,1515.00
16,2011,5,20,0,1,1484.00
16,2011,5,21,0,1,1405.00
16,2011,5,22,0,1,751.00
16,2011,5,23,0,1,1020.00
16,2011,6,24,0,1,897.00
16,2011,6,25,0,1,897.00
16,2011,6,26,0,1,940.00
16,2011,6,27,0,1,1971.00
16,2011,7,28,0,1,1341.00
16,2011,7,29,0,1,1945.00
