id (store),year,month,week,usa,after, sales ,,,,
3,2011,4,17,1,0,37311.00,,,,
3,2011,4,18,1,0,44265.00,,,,
3,2011,5,19,1,0,51676.00,,,,
3,2011,5,20,1,0,52290.00,,,,
3,2011,5,21,1,0,48860.00,,,,
3,2011,5,22,1,0,48570.00,,,,
3,2011,5,23,1,0,53980.00,,,,
3,2011,6,24,1,0,41197.00,,,,
3,2011,6,25,1,0,34112.00,,,,
3,2011,6,26,1,0,44650.00,,,,
3,2011,6,27,1,0,32445.00,,,,
3,2011,7,28,1,0,56176.00,,,,
3,2011,7,29,1,0,40093.00,,,,
3,2011,7,30,1,0,44511.00,,,,
3,2011,7,31,1,0,42784.00,,,,
3,2011,8,32,1,0,52766.00,,,,
3,2011,8,33,1,0,39364.00,,,,
3,2011,8,34,1,0,34537.00,,,,
3,2011,8,35,1,0,23968.00,,,,
3,2011,8,36,1,0,41294.00,,,,
3,2011,9,37,1,0,61405.00,,,,
3,2011,9,38,1,0,77345.00,,,,
3,2011,9,39,1,0,57123.00,,,,
3,2011,9,40,1,0,56216.00,,,,
3,2011,10,41,1,0,37340.00,,,,
3,2011,10,42,1,0,100805.00,,,,
3,2011,10,43,1,1,38929.00,,,,
3,2011,10,44,1,1,36585.00,,,,
3,2011,10,45,1,1,39052.00,,,,
3,2011,11,46,1,1,47679.00,,,,
3,2011,11,47,1,1,47808.00,,,,
3,2011,11,48,1,1,72030.00,,,,
3,2011,11,49,1,1,57647.00,,,,
3,2011,12,50,1,1,66357.00,,,,
3,2011,12,51,1,1,56486.00,,,,
3,2011,12,52,1,1,49297.00,,,,
3,2011,12,53,1,1,60013.00,,,,
3,2012,1,1,1,1,17278.00,,,,
3,2012,1,2,1,1,48311.00,,,,
3,2012,1,3,1,1,33523.00,,,,
3,2012,1,4,1,1,30545.00,,,,
3,2012,1,5,1,1,46229.00,,,,
3,2012,1,6,1,1,34530.00,,,,
3,2012,2,7,1,1,43483.00,,,,
3,2012,2,8,1,1,31415.00,,,,
3,2012,2,9,1,1,35564.00,,,,
3,2012,2,10,1,1,37364.00,,,,
3,2012,3,11,1,1,28124.00,,,,
3,2012,3,12,1,1,30139.00,,,,
3,2012,3,13,1,1,38022.00,,,,
3,2012,3,14,1,1,50389.00,,,,
3,2012,4,15,1,1,21236.00,,,,
3,2012,4,16,1,1,40881.00,,,,
5,2011,4,16,1,0,92159.00,,,,
5,2011,4,17,1,0,89447.00,,,,
5,2011,4,18,1,0,110329.00,,,,
5,2011,5,19,1,0,89277.00,,,,
5,2011,5,20,1,0,89909.00,,,,
5,2011,5,21,1,0,111867.00,,,,
5,2011,5,22,1,0,97320.00,,,,
5,2011,5,23,1,0,56995.00,,,,
5,2011,6,24,1,0,98294.00,,,,
5,2011,6,25,1,0,79257.00,,,,
5,2011,6,26,1,0,81317.00,,,,
5,2011,6,27,1,0,108315.00,,,,
5,2011,7,28,1,0,84564.00,,,,
5,2011,7,29,1,0,81832.00,,,,
5,2011,7,30,1,0,76972.00,,,,
5,2011,7,31,1,0,67239.00,,,,
5,2011,8,32,1,0,76486.00,,,,
5,2011,8,33,1,0,152662.00,,,,
5,2011,8,34,1,0,66287.00,,,,
5,2011,8,35,1,0,86042.00,,,,
5,2011,8,36,1,0,103413.00,,,,
5,2011,9,37,1,0,162506.00,,,,
5,2011,9,38,1,0,120390.00,,,,
5,2011,9,39,1,0,120334.00,,,,
5,2011,9,40,1,0,114486.00,,,,
5,2011,10,41,1,0,133217.00,,,,
5,2011,10,42,1,0,173258.00,,,,
5,2011,10,43,1,1,54271.00,,,,
5,2011,10,44,1,1,96856.00,,,,
5,2011,10,45,1,1,133617.00,,,,
5,2011,11,46,1,1,90080.00,,,,
5,2011,11,47,1,1,89725.00,,,,
5,2011,11,48,1,1,179695.00,,,,
5,2011,11,49,1,1,174441.00,,,,
5,2011,12,50,1,1,96210.00,,,,
5,2011,12,51,1,1,190230.00,,,,
5,2011,12,52,1,1,107372.00,,,,
5,2011,12,53,1,1,85615.00,,,,
5,2012,1,1,1,1,63587.00,,,,
5,2012,1,2,1,1,92896.00,,,,
5,2012,1,3,1,1,85746.00,,,,
5,2012,1,4,1,1,69389.00,,,,
5,2012,1,5,1,1,53850.00,,,,
5,2012,1,6,1,1,67208.00,,,,
5,2012,2,7,1,1,58204.00,,,,
5,2012,2,8,1,1,55365.00,,,,
5,2012,2,9,1,1,57605.00,,,,
5,2012,2,10,1,1,74342.00,,,,
5,2012,3,11,1,1,117374.00,,,,
5,2012,3,12,1,1,57159.00,,,,
5,2012,3,13,1,1,71758.00,,,,
5,2012,3,14,1,1,104785.00,,,,
5,2012,4,15,1,1,67537.00,,,,
5,2012,4,16,1,1,123224.00,,,,
7,2011,4,16,1,0,70556.00,,,,
7,2011,4,17,1,0,63823.00,,,,
7,2011,4,18,1,0,101883.00,,,,
7,2011,5,19,1,0,58889.00,,,,
7,2011,5,20,1,0,65138.00,,,,
7,2011,5,21,1,0,114557.00,,,,
7,2011,5,22,1,0,92309.00,,,,
7,2011,5,23,1,0,110098.00,,,,
7,2011,6,24,1,0,90851.00,,,,
7,2011,6,25,1,0,98945.00,,,,
7,2011,6,26,1,0,92153.00,,,,
7,2011,6,27,1,0,62241.00,,,,
7,2011,7,28,1,0,65294.00,,,,
7,2011,7,29,1,0,87403.00,,,,
7,2011,7,30,1,0,80566.00,,,,
7,2011,7,31,1,0,49373.00,,,,
7,2011,8,32,1,0,54424.00,,,,
7,2011,8,33,1,0,60238.00,,,,
7,2011,8,34,1,0,54742.00,,,,
7,2011,8,35,1,0,69933.00,,,,
7,2011,8,36,1,0,72679.00,,,,
7,2011,9,37,1,0,67118.00,,,,
7,2011,9,38,1,0,73329.00,,,,
7,2011,9,39,1,0,93081.00,,,,
7,2011,9,40,1,0,93227.00,,,,
7,2011,10,41,1,0,99317.00,,,,
7,2011,10,42,1,0,178045.00,,,,
7,2011,10,43,1,1,55931.00,,,,
7,2011,10,44,1,1,71131.00,,,,
7,2011,10,45,1,1,47106.00,,,,
7,2011,11,46,1,1,103999.00,,,,
7,2011,11,47,1,1,81185.00,,,,
7,2011,11,48,1,1,63365.00,,,,
7,2011,11,49,1,1,97495.00,,,,
7,2011,12,50,1,1,93646.00,,,,
7,2011,12,51,1,1,109794.00,,,,
7,2011,12,52,1,1,76162.00,,,,
7,2011,12,53,1,1,90558.00,,,,
7,2012,1,1,1,1,38417.00,,,,
7,2012,1,2,1,1,42598.00,,,,
7,2012,1,3,1,1,42178.00,,,,
7,2012,1,4,1,1,42502.00,,,,
7,2012,1,5,1,1,70516.00,,,,
7,2012,1,6,1,1,56940.00,,,,
7,2012,2,7,1,1,49121.00,,,,
7,2012,2,8,1,1,49642.00,,,,
7,2012,2,9,1,1,51178.00,,,,
7,2012,2,10,1,1,62165.00,,,,
7,2012,3,11,1,1,48637.00,,,,
7,2012,3,12,1,1,70822.00,,,,
7,2012,3,13,1,1,94358.00,,,,
7,2012,3,14,1,1,61115.00,,,,
7,2012,4,15,1,1,48326.00,,,,
7,2012,4,16,1,1,53615.00,,,,
9,2011,4,16,1,0,91608.00,,,,
9,2011,4,17,1,0,68182.00,,,,
9,2011,4,18,1,0,105259.00,,,,
9,2011,5,19,1,0,98662.00,,,,
9,2011,5,20,1,0,95926.00,,,,
9,2011,5,21,1,0,79672.00,,,,
9,2011,5,22,1,0,125919.00,,,,
9,2011,5,23,1,0,86500.00,,,,
9,2011,6,24,1,0,88249.00,,,,
9,2011,6,25,1,0,101717.00,,,,
9,2011,6,26,1,0,77269.00,,,,
9,2011,6,27,1,0,130444.00,,,,
9,2011,7,28,1,0,70699.00,,,,
9,2011,7,29,1,0,82389.00,,,,
9,2011,7,30,1,0,96570.00,,,,
9,2011,7,31,1,0,72840.00,,,,
9,2011,8,32,1,0,85716.00,,,,
9,2011,8,33,1,0,71722.00,,,,
9,2011,8,34,1,0,129118.00,,,,
9,2011,8,35,1,0,91333.00,,,,
9,2011,8,36,1,0,61401.00,,,,
9,2011,9,37,1,0,125147.00,,,,
9,2011,9,38,1,0,134583.00,,,,
9,2011,9,39,1,0,90772.00,,,,
9,2011,9,40,1,0,147170.00,,,,
9,2011,10,41,1,0,93195.00,,,,
9,2011,10,42,1,0,145461.00,,,,
9,2011,10,43,1,1,101218.00,,,,
9,2011,10,44,1,1,81882.00,,,,
9,2011,10,45,1,1,97510.00,,,,
9,2011,11,46,1,1,83584.00,,,,
9,2011,11,47,1,1,113840.00,,,,
9,2011,11,48,1,1,131927.00,,,,
9,2011,11,49,1,1,123678.00,,,,
9,2011,12,50,1,1,89873.00,,,,
9,2011,12,51,1,1,127543.00,,,,
9,2011,12,52,1,1,176468.00,,,,
9,2011,12,53,1,1,78952.00,,,,
9,2012,1,1,1,1,47408.00,,,,
9,2012,1,2,1,1,95678.00,,,,
9,2012,1,3,1,1,79664.00,,,,
9,2012,1,4,1,1,78770.00,,,,
9,2012,1,5,1,1,70094.00,,,,
9,2012,1,6,1,1,82121.00,,,,
9,2012,2,7,1,1,82082.00,,,,
9,2012,2,8,1,1,100085.00,,,,
9,2012,2,9,1,1,68338.00,,,,
9,2012,2,10,1,1,125624.00,,,,
9,2012,3,11,1,1,63932.00,,,,
9,2012,3,12,1,1,61489.00,,,,
9,2012,3,13,1,1,66291.00,,,,
9,2012,3,14,1,1,171969.00,,,,
9,2012,4,15,1,1,96075.00,,,,
9,2012,4,16,1,1,121806.00,,,,
11,2011,4,16,1,0,44624.00,,,,
11,2011,4,17,1,0,47441.00,,,,
11,2011,4,18,1,0,63297.00,,,,
11,2011,5,19,1,0,45343.00,,,,
11,2011,5,20,1,0,85340.00,,,,
11,2011,5,21,1,0,60501.00,,,,
11,2011,5,22,1,0,48243.00,,,,
11,2011,5,23,1,0,86665.00,,,,
11,2011,6,24,1,0,72373.00,,,,
11,2011,6,25,1,0,71668.00,,,,
11,2011,6,26,1,0,74545.00,,,,
11,2011,6,27,1,0,40688.00,,,,
11,2011,7,28,1,0,52623.00,,,,
11,2011,7,29,1,0,55942.00,,,,
11,2011,7,30,1,0,52837.00,,,,
11,2011,7,31,1,0,51685.00,,,,
11,2011,8,32,1,0,54582.00,,,,
11,2011,8,33,1,0,59779.00,,,,
11,2011,8,34,1,0,39629.00,,,,
11,2011,8,35,1,0,24916.00,,,,
11,2011,8,36,1,0,72879.00,,,,
11,2011,9,37,1,0,100300.00,,,,
11,2011,9,38,1,0,74078.00,,,,
11,2011,9,39,1,0,66477.00,,,,
11,2011,9,40,1,0,55540.00,,,,
11,2011,10,41,1,0,110848.00,,,,
11,2011,10,42,1,0,113112.00,,,,
11,2011,10,43,1,1,86246.00,,,,
11,2011,10,44,1,1,66038.00,,,,
11,2011,10,45,1,1,57674.00,,,,
11,2011,11,46,1,1,89706.00,,,,
11,2011,11,47,1,1,83281.00,,,,
11,2011,11,48,1,1,66048.00,,,,
11,2011,11,49,1,1,58474.00,,,,
11,2011,12,50,1,1,48966.00,,,,
11,2011,12,51,1,1,70273.00,,,,
11,2011,12,52,1,1,72044.00,,,,
11,2011,12,53,1,1,79869.00,,,,
11,2012,1,1,1,1,19181.00,,,,
11,2012,1,2,1,1,46579.00,,,,
11,2012,1,3,1,1,46951.00,,,,
11,2012,1,4,1,1,60017.00,,,,
11,2012,1,5,1,1,38674.00,,,,
11,2012,1,6,1,1,54311.00,,,,
11,2012,2,7,1,1,41890.00,,,,
11,2012,2,8,1,1,54204.00,,,,
11,2012,2,9,1,1,50454.00,,,,
11,2012,2,10,1,1,47947.00,,,,
11,2012,3,11,1,1,49256.00,,,,
11,2012,3,12,1,1,44408.00,,,,
11,2012,3,13,1,1,52456.00,,,,
11,2012,3,14,1,1,61060.00,,,,
11,2012,4,15,1,1,53380.00,,,,
11,2012,4,16,1,1,70827.00,,,,
13,2011,4,16,1,0,32907.00,,,,
13,2011,4,17,1,0,38770.00,,,,
13,2011,4,18,1,0,64780.00,,,,
13,2011,5,19,1,0,68356.00,,,,
13,2011,5,20,1,0,77128.00,,,,
13,2011,5,21,1,0,54723.00,,,,
13,2011,5,22,1,0,37767.00,,,,
13,2011,5,23,1,0,59063.00,,,,
13,2011,6,24,1,0,45949.00,,,,
13,2011,6,25,1,0,71242.00,,,,
13,2011,6,26,1,0,84478.00,,,,
13,2011,6,27,1,0,32768.00,,,,
13,2011,7,28,1,0,49953.00,,,,
13,2011,7,29,1,0,42148.00,,,,
13,2011,7,30,1,0,37263.00,,,,
13,2011,7,31,1,0,35879.00,,,,
13,2011,8,32,1,0,28308.00,,,,
13,2011,8,33,1,0,71065.00,,,,
13,2011,8,34,1,0,45062.00,,,,
13,2011,8,35,1,0,38931.00,,,,
13,2011,8,36,1,0,52233.00,,,,
13,2011,9,37,1,0,86667.00,,,,
13,2011,9,38,1,0,64924.00,,,,
13,2011,9,39,1,0,50921.00,,,,
13,2011,9,40,1,0,58949.00,,,,
13,2011,10,41,1,0,53954.00,,,,
13,2011,10,42,1,0,81833.00,,,,
13,2011,10,43,1,1,40946.00,,,,
13,2011,10,44,1,1,65686.00,,,,
13,2011,10,45,1,1,45232.00,,,,
13,2011,11,46,1,1,44064.00,,,,
13,2011,11,47,1,1,71521.00,,,,
13,2011,11,48,1,1,76748.00,,,,
13,2011,11,49,1,1,73929.00,,,,
13,2011,12,50,1,1,59227.00,,,,
13,2011,12,51,1,1,59660.00,,,,
13,2011,12,52,1,1,56626.00,,,,
13,2011,12,53,1,1,54756.00,,,,
13,2012,1,1,1,1,14513.00,,,,
13,2012,1,2,1,1,41071.00,,,,
13,2012,1,3,1,1,49298.00,,,,
13,2012,1,4,1,1,47694.00,,,,
13,2012,1,5,1,1,25297.00,,,,
13,2012,1,6,1,1,35559.00,,,,
13,2012,2,7,1,1,25461.00,,,,
13,2012,2,8,1,1,33164.00,,,,
13,2012,2,9,1,1,41027.00,,,,
13,2012,2,10,1,1,60679.00,,,,
13,2012,3,11,1,1,24393.00,,,,
13,2012,3,12,1,1,34362.00,,,,
13,2012,3,13,1,1,47615.00,,,,
13,2012,3,14,1,1,61699.00,,,,
13,2012,4,15,1,1,42603.00,,,,
13,2012,4,16,1,1,47273.00,,,,
15,2011,4,16,1,0,72407.00,,,,
15,2011,4,17,1,0,57718.00,,,,
15,2011,4,18,1,0,116943.00,,,,
15,2011,5,19,1,0,83847.00,,,,
15,2011,5,20,1,0,122821.00,,,,
15,2011,5,21,1,0,129194.00,,,,
15,2011,5,22,1,0,76638.00,,,,
15,2011,5,23,1,0,81442.00,,,,
15,2011,6,24,1,0,130810.00,,,,
15,2011,6,25,1,0,111386.00,,,,
15,2011,6,26,1,0,111300.00,,,,
15,2011,6,27,1,0,92230.00,,,,
15,2011,7,28,1,0,114690.00,,,,
15,2011,7,29,1,0,50919.00,,,,
15,2011,7,30,1,0,113839.00,,,,
15,2011,7,31,1,0,58184.00,,,,
15,2011,8,32,1,0,63828.00,,,,
15,2011,8,33,1,0,84686.00,,,,
15,2011,8,34,1,0,72848.00,,,,
15,2011,8,35,1,0,62062.00,,,,
15,2011,8,36,1,0,25190.00,,,,
15,2011,9,37,1,0,117142.00,,,,
15,2011,9,38,1,0,75559.00,,,,
15,2011,9,39,1,0,100588.00,,,,
15,2011,9,40,1,0,83252.00,,,,
15,2011,10,41,1,0,124570.00,,,,
15,2011,10,42,1,0,212913.00,,,,
15,2011,10,43,1,1,105595.00,,,,
15,2011,10,44,1,1,79394.00,,,,
15,2011,10,45,1,1,82560.00,,,,
15,2011,11,46,1,1,86068.00,,,,
15,2011,11,47,1,1,86477.00,,,,
15,2011,11,48,1,1,128836.00,,,,
15,2011,11,49,1,1,96881.00,,,,
15,2011,12,50,1,1,107021.00,,,,
15,2011,12,51,1,1,139839.00,,,,
15,2011,12,52,1,1,116857.00,,,,
15,2011,12,53,1,1,109394.00,,,,
15,2012,1,1,1,1,36407.00,,,,
15,2012,1,2,1,1,78226.00,,,,
15,2012,1,3,1,1,72225.00,,,,
15,2012,1,4,1,1,62495.00,,,,
15,2012,1,5,1,1,43906.00,,,,
15,2012,1,6,1,1,73746.00,,,,
15,2012,2,7,1,1,57929.00,,,,
15,2012,2,8,1,1,77379.00,,,,
15,2012,2,9,1,1,65134.00,,,,
15,2012,2,10,1,1,72315.00,,,,
15,2012,3,11,1,1,71490.00,,,,
15,2012,3,12,1,1,69339.00,,,,
15,2012,3,13,1,1,103196.00,,,,
15,2012,3,14,1,1,100737.00,,,,
15,2012,4,15,1,1,59145.00,,,,
15,2012,4,16,1,1,122699.00,,,,
17,2011,4,16,1,0,84850.00,,,,
17,2011,4,17,1,0,66400.00,,,,
17,2011,4,18,1,0,82322.00,,,,
17,2011,5,19,1,0,93896.00,,,,
17,2011,5,20,1,0,111780.00,,,,
17,2011,5,21,1,0,107315.00,,,,
17,2011,5,22,1,0,108746.00,,,,
17,2011,5,23,1,0,103986.00,,,,
17,2011,6,24,1,0,91174.00,,,,
17,2011,6,25,1,0,88054.00,,,,
17,2011,6,26,1,0,129182.00,,,,
17,2011,6,27,1,0,97740.00,,,,
17,2011,7,28,1,0,105161.00,,,,
17,2011,7,29,1,0,80318.00,,,,
17,2011,7,30,1,0,101227.00,,,,
17,2011,7,31,1,0,79482.00,,,,
17,2011,8,32,1,0,48322.00,,,,
17,2011,8,33,1,0,119819.00,,,,
17,2011,8,34,1,0,65397.00,,,,
17,2011,8,35,1,0,59102.00,,,,
17,2011,8,36,1,0,65850.00,,,,
17,2011,9,37,1,0,130999.00,,,,
17,2011,9,38,1,0,90094.00,,,,
17,2011,9,39,1,0,123008.00,,,,
17,2011,9,40,1,0,115405.00,,,,
17,2011,10,41,1,0,95252.00,,,,
17,2011,10,42,1,0,165439.00,,,,
17,2011,10,43,1,1,64383.00,,,,
17,2011,10,44,1,1,86022.00,,,,
17,2011,10,45,1,1,78449.00,,,,
17,2011,11,46,1,1,104294.00,,,,
17,2011,11,47,1,1,95743.00,,,,
17,2011,11,48,1,1,111553.00,,,,
17,2011,11,49,1,1,151845.00,,,,
17,2011,12,50,1,1,102383.00,,,,
17,2011,12,51,1,1,84233.00,,,,
17,2011,12,52,1,1,88576.00,,,,
17,2011,12,53,1,1,93034.00,,,,
17,2012,1,1,1,1,38996.00,,,,
17,2012,1,2,1,1,101504.00,,,,
17,2012,1,3,1,1,48549.00,,,,
17,2012,1,4,1,1,54102.00,,,,
17,2012,1,5,1,1,43835.00,,,,
17,2012,1,6,1,1,60957.00,,,,
17,2012,2,7,1,1,59075.00,,,,
17,2012,2,8,1,1,61171.00,,,,
17,2012,2,9,1,1,80867.00,,,,
17,2012,2,10,1,1,63465.00,,,,
17,2012,3,11,1,1,118669.00,,,,
17,2012,3,12,1,1,73679.00,,,,
17,2012,3,13,1,1,80906.00,,,,
17,2012,3,14,1,1,120993.00,,,,
17,2012,4,15,1,1,79498.00,,,,
17,2012,4,16,1,1,63310.00,,,,
19,2011,4,16,0,0,40451.00,,,,
19,2011,4,17,0,0,48408.00,,,,
19,2011,4,18,0,0,37051.00,,,,
19,2011,5,19,0,0,54431.00,,,,
19,2011,5,20,0,0,54132.00,,,,
19,2011,5,21,0,0,45080.00,,,,
19,2011,5,22,0,0,49468.00,,,,
19,2011,5,23,0,0,73621.00,,,,
19,2011,6,24,0,0,42972.00,,,,
19,2011,6,25,0,0,53346.00,,,,
19,2011,6,26,0,0,48090.00,,,,
19,2011,6,27,0,0,37422.00,,,,
19,2011,7,28,0,0,72556.00,,,,
19,2011,7,29,0,0,41933.00,,,,
19,2011,7,30,0,0,45724.00,,,,
19,2011,7,31,0,0,47944.00,,,,
19,2011,8,32,0,0,24822.00,,,,
19,2011,8,33,0,0,51960.00,,,,
19,2011,8,34,0,0,33091.00,,,,
19,2011,8,35,0,0,39468.00,,,,
19,2011,8,36,0,0,30394.00,,,,
19,2011,9,37,0,0,55364.00,,,,
19,2011,9,38,0,0,51698.00,,,,
19,2011,9,39,0,0,45426.00,,,,
19,2011,9,40,0,0,49323.00,,,,
19,2011,10,41,0,0,43627.00,,,,
19,2011,10,42,0,0,74351.00,,,,
19,2011,10,43,0,1,32398.00,,,,
19,2011,10,44,0,1,47554.00,,,,
19,2011,10,45,0,1,56077.00,,,,
19,2011,11,46,0,1,45361.00,,,,
19,2011,11,47,0,1,52880.00,,,,
19,2011,11,48,0,1,72229.00,,,,
19,2011,11,49,0,1,48471.00,,,,
19,2011,12,50,0,1,60405.00,,,,
19,2011,12,51,0,1,69612.00,,,,
19,2011,12,52,0,1,55388.00,,,,
19,2011,12,53,0,1,41548.00,,,,
19,2012,1,1,0,1,16396.00,,,,
19,2012,1,2,0,1,42644.00,,,,
19,2012,1,3,0,1,38389.00,,,,
19,2012,1,4,0,1,35181.00,,,,
19,2012,1,5,0,1,24988.00,,,,
19,2012,1,6,0,1,20483.00,,,,
19,2012,2,7,0,1,33229.00,,,,
19,2012,2,8,0,1,32101.00,,,,
19,2012,2,9,0,1,31709.00,,,,
19,2012,2,10,0,1,35922.00,,,,
19,2012,3,11,0,1,44797.00,,,,
19,2012,3,12,0,1,33361.00,,,,
19,2012,3,13,0,1,36622.00,,,,
19,2012,3,14,0,1,53531.00,,,,
19,2012,4,15,0,1,36907.00,,,,
19,2012,4,16,0,1,52740.00,,,,
21,2011,4,16,1,0,39975.00,,,,
21,2011,4,17,1,0,21971.00,,,,
21,2011,4,18,1,0,30729.00,,,,
21,2011,5,19,1,0,42982.00,,,,
21,2011,5,20,1,0,35440.00,,,,
21,2011,5,21,1,0,30230.00,,,,
21,2011,5,22,1,0,34582.00,,,,
21,2011,5,23,1,0,20403.00,,,,
21,2011,6,24,1,0,20046.00,,,,
21,2011,6,25,1,0,39369.00,,,,
21,2011,6,26,1,0,40766.00,,,,
21,2011,6,27,1,0,22270.00,,,,
21,2011,7,28,1,0,23166.00,,,,
21,2011,7,29,1,0,30263.00,,,,
21,2011,7,30,1,0,33119.00,,,,
21,2011,7,31,1,0,21410.00,,,,
21,2011,8,32,1,0,27365.00,,,,
21,2011,8,33,1,0,27059.00,,,,
21,2011,8,34,1,0,20436.00,,,,
21,2011,8,35,1,0,23650.00,,,,
21,2011,8,36,1,0,29303.00,,,,
21,2011,9,37,1,0,31913.00,,,,
21,2011,9,38,1,0,32518.00,,,,
21,2011,9,39,1,0,25736.00,,,,
21,2011,9,40,1,0,28672.00,,,,
21,2011,10,41,1,0,38446.00,,,,
21,2011,10,42,1,0,65223.00,,,,
21,2011,10,43,1,1,26874.00,,,,
21,2011,10,44,1,1,17794.00,,,,
21,2011,10,45,1,1,37115.00,,,,
21,2011,11,46,1,1,38386.00,,,,
21,2011,11,47,1,1,45735.00,,,,
21,2011,11,48,1,1,57436.00,,,,
21,2011,11,49,1,1,30589.00,,,,
21,2011,12,50,1,1,40948.00,,,,
21,2011,12,51,1,1,47386.00,,,,
21,2011,12,52,1,1,38680.00,,,,
21,2011,12,53,1,1,27075.00,,,,
21,2012,1,1,1,1,18738.00,,,,
21,2012,1,2,1,1,23232.00,,,,
21,2012,1,3,1,1,20413.00,,,,
21,2012,1,4,1,1,17087.00,,,,
21,2012,1,5,1,1,16323.00,,,,
21,2012,1,6,1,1,25930.00,,,,
21,2012,2,7,1,1,34469.00,,,,
21,2012,2,8,1,1,33189.00,,,,
21,2012,2,9,1,1,22889.00,,,,
21,2012,2,10,1,1,28688.00,,,,
21,2012,3,11,1,1,19849.00,,,,
21,2012,3,12,1,1,25501.00,,,,
21,2012,3,13,1,1,36854.00,,,,
21,2012,3,14,1,1,54907.00,,,,
21,2012,4,15,1,1,29383.00,,,,
21,2012,4,16,1,1,20126.00,,,,
23,2011,4,16,0,0,91383.00,,,,
23,2011,4,17,0,0,52288.00,,,,
23,2011,4,18,0,0,76448.00,,,,
23,2011,5,19,0,0,76213.00,,,,
23,2011,5,20,0,0,54404.00,,,,
23,2011,5,21,0,0,105472.00,,,,
23,2011,5,22,0,0,77347.00,,,,
23,2011,5,23,0,0,60082.00,,,,
23,2011,6,24,0,0,37954.00,,,,
23,2011,6,25,0,0,82349.00,,,,
23,2011,6,26,0,0,110534.00,,,,
23,2011,6,27,0,0,50269.00,,,,
23,2011,7,28,0,0,67220.00,,,,
23,2011,7,29,0,0,55377.00,,,,
23,2011,7,30,0,0,49620.00,,,,
23,2011,7,31,0,0,68498.00,,,,
23,2011,8,32,0,0,47682.00,,,,
23,2011,8,33,0,0,93321.00,,,,
23,2011,8,34,0,0,55689.00,,,,
23,2011,8,35,0,0,56218.00,,,,
23,2011,8,36,0,0,54971.00,,,,
23,2011,9,37,0,0,83378.00,,,,
23,2011,9,38,0,0,108885.00,,,,
23,2011,9,39,0,0,65193.00,,,,
23,2011,9,40,0,0,82817.00,,,,
23,2011,10,41,0,0,80032.00,,,,
23,2011,10,42,0,0,103548.00,,,,
23,2011,10,43,0,1,63486.00,,,,
23,2011,10,44,0,1,36379.00,,,,
23,2011,10,45,0,1,55693.00,,,,
23,2011,11,46,0,1,57480.00,,,,
23,2011,11,47,0,1,55115.00,,,,
23,2011,11,48,0,1,96523.00,,,,
23,2011,11,49,0,1,72324.00,,,,
23,2011,12,50,0,1,75132.00,,,,
23,2011,12,51,0,1,64202.00,,,,
23,2011,12,52,0,1,85386.00,,,,
23,2011,12,53,0,1,59591.00,,,,
23,2012,1,1,0,1,27295.00,,,,
23,2012,1,2,0,1,41624.00,,,,
